"","Release_number","interview_id","Family_comp_change","family_identifier","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_wtr_unemployed","hd_hrs_work_per_week","wtr_wf","wf_wtr_unemployed","wf_housework_hrs","hd_housework_hrs","wf_wage","hd_health","wf_health","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_occ","hd_ind","wf_occ","wf_ind","hd_wage","State","hd_edu","wf_edu","hd_change_in_marital_status","Year","hd_adj_income"
"863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"865",6,6385,0,217,41,2,0,3,11,4,1,5,20,3,0,0,35,0,3,0,0,0,0,0,0,1,1,5,0,8,305,809,0,0,9676,4,12,0,2,1996,6596.69553890181
"866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"868",6,8302,0,218,51,1,0,0,0,2,1,5,55,2,0,0,2,0,4,0,0,0,0,0,0,1,1,1,5,8,31,849,0,0,0,39,17,0,2,1996,0
"869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"870",6,34,0,220,33,1,26,1,5,1,1,5,45,1,5,7,2,13000,3,2,1,1,1,0,8,1,2,1,0,1,331,907,281,339,30998,4,12,12,1,1996,21133.1509213392
"871",6,5312,0,221,48,1,46,0,0,1,5,0,0,1,5,10,6,27000,5,4,1,2,1,3,8,1,3,5,0,8,0,0,240,857,0,42,9,15,1,1996,0
"872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"873",6,2536,0,221,25,1,21,1,2,1,1,5,45,1,5,25,15,4000,4,4,1,2,5,0,8,1,3,5,0,8,472,757,942,857,45998,42,9,11,1,1996,31359.5288754036
"874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"875",6,8197,1,222,22,2,0,0,0,2,3,0,0,3,0,0,3,0,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,3999,24,14,0,2,1996,2726.35236255357
"876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"878",6,7158,0,223,50,1,47,0,0,1,1,5,50,1,5,9,2,33000,2,2,1,1,1,5,8,1,1,1,4,8,1,889,75,838,0,42,16,17,1,1996,0
"879",6,4436,0,223,26,1,0,0,0,2,1,5,40,2,0,0,3,0,2,0,0,0,0,0,0,1,1,1,4,8,645,858,0,0,12400,42,16,0,2,1996,8453.8057753599
"880",6,5503,0,223,23,1,0,0,0,2,3,0,0,2,0,0,6,0,3,0,0,0,0,0,0,1,1,1,4,8,0,0,0,0,0,42,16,0,2,1996,0
"881",6,4,0,223,75,1,75,0,0,1,4,0,0,1,0,21,5,0,1,1,1,1,1,1,8,1,1,5,0,8,0,0,0,0,7799,42,12,13,1,1996,5317.03477758322
"882",6,1310,0,227,64,1,59,0,0,1,4,0,0,1,0,25,4,10000,3,2,1,1,1,2,1,1,1,1,4,1,0,0,0,0,124995,31,16,14,1,1996,85216.4074912186
"883",6,2830,0,227,34,2,0,0,0,4,1,5,35,3,0,0,4,0,3,0,0,0,0,0,0,1,1,1,4,1,394,809,0,0,30998,29,16,0,2,1996,21133.1509213392
"884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"886",6,2831,0,227,33,1,30,0,0,1,1,5,40,1,5,6,2,33000,1,1,1,1,5,0,1,1,2,1,9,1,363,718,245,179,35998,31,11,12,1,1996,24541.943572694
"887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"888",6,2929,0,228,75,1,71,0,0,1,4,0,0,1,5,28,0,6720,1,2,1,1,5,0,1,1,1,1,1,1,0,0,370,718,0,29,13,12,1,1996,0
"889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"890",6,2183,0,228,47,1,43,2,10,1,1,5,40,1,5,40,2,9000,1,1,1,1,1,2,1,1,1,1,4,1,216,718,220,897,49998,20,16,14,1,1996,34086.5629964875
"891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"896",6,2565,0,228,38,1,41,1,5,1,1,5,40,1,5,3,0,275000,2,2,1,1,1,4,1,1,1,1,2,1,321,219,56,709,41998,29,14,16,1,1996,28632.4947543198
"897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"898",6,6137,0,231,72,1,67,0,0,1,4,5,7,1,0,15,9,5130,3,3,1,1,1,1,0,1,1,1,5,0,184,339,0,0,2499,4,17,13,1,1996,1703.71456714713
"899",6,6140,0,231,43,1,0,0,0,2,1,5,40,2,0,0,5,0,3,0,0,0,0,0,0,1,1,1,2,0,461,189,0,0,16199,4,14,0,2,1996,11043.8064318593
"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"901",6,4988,1,236,49,1,50,0,0,1,1,5,72,1,5,20,2,30000,1,2,1,1,1,4,8,1,1,1,4,8,801,17,142,857,0,14,16,16,1,1996,0
"902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"903",6,6748,2,236,27,1,24,0,0,1,1,5,52,1,5,3,2,17000,1,1,1,1,1,5,1,1,1,1,4,8,245,417,72,18,29999,12,16,17,5,1996,20452.0741495985
"904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"906",6,6200,4,236,29,2,0,1,1,1,1,5,50,1,5,15,999,50000,9,2,9,9,9,0,99,9,1,1,5,99,14,199,31,849,37999,14,17,99,5,1996,25906.1423917662
"907",6,5961,0,238,58,1,56,0,0,1,1,5,35,1,5,8,2,63000,3,2,1,1,1,5,1,1,1,1,4,1,202,738,142,857,41998,6,16,17,1,1996,28632.4947543198
"908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"912",6,4486,0,242,50,1,0,1,14,3,1,5,40,2,0,0,5,0,3,0,0,0,0,0,0,1,1,5,0,8,394,937,0,0,42998,41,12,0,2,1996,29314.2532845907
"913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"917",6,3127,0,244,73,2,0,0,0,3,5,0,0,3,0,0,25,0,4,0,0,0,0,0,0,2,3,5,0,8,0,0,0,0,0,13,0,0,2,1996,0
"918",6,3126,0,244,54,2,0,0,0,4,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,0,13,12,0,2,1996,0
"919",6,8316,1,244,24,2,0,0,0,2,1,5,30,3,0,0,3,0,3,0,0,0,0,0,0,2,3,5,0,0,915,669,0,0,4651,13,10,0,5,1996,3170.85892429023
"920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"921",6,5511,1,245,43,2,0,3,10,5,1,5,50,3,0,0,20,0,2,0,0,0,0,0,0,2,1,1,2,8,395,848,0,0,15999,41,14,0,2,1996,10907.4547258051
"922",6,406,0,245,47,1,47,2,9,1,3,0,0,1,5,16,5,35000,1,2,2,1,1,4,8,2,1,1,5,8,0,0,282,529,58997,29,17,16,1,1996,40221.7080103958
"923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"926",6,807,0,246,79,1,79,0,0,1,4,0,0,1,0,20,10,0,4,3,1,1,5,0,8,1,1,5,0,8,0,0,0,0,0,34,12,12,1,1996,0
"927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"930",6,928,0,246,43,1,43,2,11,1,1,5,50,1,5,20,5,44000,1,1,1,1,1,5,8,1,1,1,4,8,245,69,240,857,39998,34,16,17,1,1996,27268.9776937779
"931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"933",6,355,0,247,91,2,0,0,0,3,8,0,0,3,0,0,14,0,2,0,0,0,0,0,0,1,1,5,0,8,0,0,0,0,0,4,12,0,2,1996,0
"934",6,2826,0,250,52,1,50,0,0,1,1,5,45,1,5,8,20,22000,3,3,1,1,5,0,8,1,3,5,0,8,430,707,371,847,41998,39,10,12,1,1996,28632.4947543198
"935",6,1312,0,250,31,2,0,1,2,4,1,5,40,3,0,0,12,0,1,0,0,0,0,0,0,1,1,5,0,8,143,857,0,0,10999,39,12,0,2,1996,7498.66207445029
"936",6,2832,0,250,29,1,26,0,0,1,1,5,50,1,5,10,10,21500,1,3,9,9,9,0,99,1,1,5,0,8,436,68,394,838,21999,39,12,99,1,1996,14998.0059074308
"937",6,3146,0,250,26,1,25,0,0,1,1,5,60,1,5,7,2,21000,2,1,1,1,1,2,8,1,3,5,0,8,436,68,301,707,20999,39,9,14,1,1996,14316.2473771599
"938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"940",6,3147,0,250,39,1,0,1,10,4,1,5,40,2,0,0,20,0,2,3,0,0,0,0,0,1,1,5,0,8,525,467,0,0,38998,39,12,0,2,1996,26587.2191635069
"941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"946",6,2055,0,254,49,1,48,2,13,1,1,5,46,1,5,6,6,60000,3,3,1,1,1,5,1,1,1,1,2,8,5,709,75,848,81997,29,14,17,1,1996,55902.1542066279
"947",6,2394,1,254,55,2,0,0,0,4,1,5,41,3,0,0,10,0,1,0,0,0,0,0,0,1,1,1,3,8,321,199,0,0,30998,29,15,0,2,1996,21133.1509213392
"948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"953",6,700,1,257,70,1,66,0,0,1,4,0,0,1,0,20,0,11000,4,2,1,1,5,0,8,1,1,1,2,8,0,0,0,0,0,4,14,12,1,1996,0
"954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"956",6,7363,0,257,30,1,0,0,0,2,1,5,50,2,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,8,245,197,0,0,57198,4,99,0,2,1996,38995.2244144384
"957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"961",6,6811,3,257,28,2,0,3,2,5,1,5,37,3,0,0,3,0,3,0,0,0,0,0,0,1,1,5,0,8,282,587,0,0,14999,4,12,0,3,1996,10225.6961955341
"962",6,950,0,257,25,1,24,1,1,1,1,5,20,1,5,10,2,20000,2,2,1,1,5,0,8,1,1,5,0,8,705,417,305,197,17999,4,12,12,1,1996,12270.971786347
"963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"965",6,1935,0,263,69,2,0,0,0,3,4,0,0,3,0,0,28,0,3,0,0,0,0,0,0,1,3,5,0,8,0,0,0,0,0,37,8,0,2,1996,0
"966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"967",6,3723,1,263,24,1,0,0,0,4,1,5,45,2,0,0,10,0,2,0,0,0,0,0,0,1,1,5,0,8,753,779,0,0,75663,37,12,0,2,1996,51583.8956758916
"968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"971",6,8523,0,263,48,1,45,2,15,1,1,5,43,1,0,42,21,9999998,1,1,1,1,5,0,8,1,1,5,0,8,455,139,0,0,69035,37,12,12,1,1996,47065.2001372557
"972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"973",6,2581,0,263,33,1,26,1,3,1,1,5,40,1,5,25,10,12000,2,2,1,1,5,0,8,1,1,5,0,1,245,839,912,778,21999,37,12,12,1,1996,14998.0059074308
"974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"977",6,6585,1,265,26,2,0,0,0,2,1,5,40,3,0,0,10,0,1,0,0,0,0,0,0,4,1,1,4,0,260,338,0,0,23999,4,16,0,2,1996,16361.5229679728
"978",6,2099,0,265,71,1,51,0,0,1,1,5,50,1,0,20,5,7000,2,2,1,1,1,1,1,1,1,1,5,1,260,447,0,0,24998,51,17,13,1,1996,17042.5997397135
"979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"982",6,1145,0,266,33,1,36,2,9,1,1,5,40,1,0,30,12,0,2,2,1,1,5,0,8,1,1,1,0,8,545,467,0,0,73997,24,12,12,1,1996,50448.0859644602
"983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
